Relatório Unificado;;;;;;;;;;;;;;;;
Registro;Tipo;Parcela;Empresa;Emissão;Vencimento;Liquidação;Valor Bruto;Centro de Custos;Valor Líquido;Conta;Observações;Competência;Plano de Contas;Cliente / Fornecedor;Status;Adquirente / Bandeira
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;19/05/2025;17/06/2025;19/05/2025;2588,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2588,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;NF 180196 -  LEITOR BIOMETRICO DIGITAL PERSONA HID U4500 USB-U4500-HID - Boleto;05/2025;400-0 - Custo de Mercadorias Vendidas;EASYTECH;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/06/2025;18/06/2025;27/06/2025;265;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;265;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;NF 8911 - ESPUMA PARA FONE DE OUVIDO C310 - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;ELASTFLEX COMERCIO DE ARTEFATOS EM ESPUMA LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/06/2025;20/06/2025;20/06/2025;166,98;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;166,98;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;INSS | RECORRÊNCIA (7/7) - Boleto;05/2025;203-0 - INSS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/06/2025;20/06/2025;20/06/2025;6638,83;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6638,83;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Simples Nacional | RECORRÊNCIA (7/14) - Boleto;05/2025;205-2 - Simples Nacional;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;20/06/2025;20/06/2025;20/06/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO LAURO SZMUSZ - PIX;06/2025;Outras Saídas - Conta Corrente dos Sócios;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;23/06/2025;23/06/2025;23/06/2025;2323,06;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2323,06;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - PIX;06/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/06/2025;25/06/2025;25/06/2025;1009,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1009,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Consultoria Financeira | RECORRÊNCIA (7/8) - Boleto;06/2025;425-5 - Consultoria;IFINANCE BELO HORIZONTE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/06/2025;25/06/2025;25/06/2025;8500;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;8500;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO LAURO SZMUSZ - PIX;06/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/06/2025;25/06/2025;25/06/2025;731,66;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;731,66;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO INLOCO LOGIS - PIX;06/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/06/2025;25/06/2025;25/06/2025;1361,68;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1361,68;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO INLOCO LOGIS - PIX;06/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/06/2025;25/06/2025;25/06/2025;2524,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2524,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;IDENTIFICAR - COMPRA DE PRODUTOS  - PIX;06/2025;400-0 - Custo de Mercadorias Vendidas;JG MELO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;12/05/2025;26/06/2025;26/06/2025;3891,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3891,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos nfe 28100 - Boleto;05/2025;400-0 - Custo de Mercadorias Vendidas;UNIXTRON TELECOMUNICACOES LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;26/06/2025;26/06/2025;26/06/2025;1007,37;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1007,37;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;KALUNGA SA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;26/06/2025;26/06/2025;26/06/2025;374,12;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;374,12;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;NZB COMERCIO DE EMBALAGENS EIRELI;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;26/06/2025;26/06/2025;26/06/2025;15673,09;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;15673,09;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;ALBAK COMERCIO E SERVICOS EIRELI;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;26/06/2025;26/06/2025;26/06/2025;6234,49;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6234,49;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;COMPRA DE PRODUTOS - IDENTIFICAR  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;CARTOES CAIXA - CEF MATRIZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/06/2025;27/06/2025;27/06/2025;1000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO STELA MARIS - PIX;06/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/06/2025;27/06/2025;27/06/2025;8520;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;8520;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;AGIS EQUIP. E SERV INFORMATICA LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/05/2025;27/06/2025;27/06/2025;3702,03;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3702,03;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Convênio médico  - Boleto;06/2025;417-4 - Assistencia medica;PORTO SEGURO - SEGURO SAUDE S/A;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;28/06/2025;01/07/2025;550,34;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;553,64;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos nfe 1192549 - Boleto;05/2025;400-0 - Custo de Mercadorias Vendidas;CASA MIMOSA HIDRAULICA E ACABAMENTOS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;28/06/2025;01/07/2025;3,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;553,64;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos nfe 1192549 - Boleto;07/2025;431-8 - Multa e Juros Sobre Contas Pg em Atraso;CASA MIMOSA HIDRAULICA E ACABAMENTOS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/06/2025;28/06/2025;27/06/2025;514,67;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;514,67;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;REBAL COMERCIAL LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;30/06/2025;30/06/2025;30/06/2025;404,18;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;404,18;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;identificar  - Boleto;06/2025;205-0 - ICMS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/07/2025;02/07/2025;02/07/2025;159;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;159;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;TAR PLANO ADAPT 1 06/25 - Débito Automático;07/2025;431-5 - Despesas Bancarias;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/07/2025;02/07/2025;02/07/2025;160,92;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;160,92;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Kalunga  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;KALUNGA SA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/07/2025;02/07/2025;02/07/2025;82,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;82,3;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;TELETRONIC COM. DE EQUIP. DE SEG. INF. LTDA.;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/07/2025;02/07/2025;02/07/2025;483,82;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;483,82;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;REBAL COMERCIAL LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/07/2025;03/07/2025;03/07/2025;6530,42;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6530,42;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;FELITRON TECNOLOGIA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/07/2025;04/07/2025;04/07/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO LAURO SZMUSZ - PIX;07/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/07/2025;04/07/2025;04/07/2025;17,46;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;17,46;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;SISPAG PIX QR-CODE - PIX;07/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;07/07/2025;07/07/2025;07/07/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO STELA MARIS - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;08/07/2025;08/07/2025;08/07/2025;8704,55;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;8704,55;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;COMPRA DE PRODUTOS  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;CURADEN SWISS DO BRASIL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;08/07/2025;08/07/2025;1361,68;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1361,68;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;FRETE - PIX;07/2025;421-8 - Correios e fretes;ETERNA LOGISTICA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;08/07/2025;08/07/2025;731,66;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;731,66;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;FRETE - PIX;07/2025;421-8 - Correios e fretes;ETERNA LOGISTICA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;08/07/2025;08/07/2025;325,47;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;325,47;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;FRETE - PIX;07/2025;421-8 - Correios e fretes;ETERNA LOGISTICA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;08/07/2025;08/07/2025;195,09;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;195,09;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;FRETE - PIX;07/2025;421-8 - Correios e fretes;ETERNA LOGISTICA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;08/07/2025;08/07/2025;139,23;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;139,23;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;FRETE - PIX;07/2025;421-8 - Correios e fretes;ETERNA LOGISTICA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;10/07/2025;10/07/2025;382;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;382;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Contabilidade | RECORRÊNCIA (6/11) - Boleto;07/2025;425-6 - Contabilidade;EJC ASSESSORIA CONTABIL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/07/2025;10/07/2025;10/07/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Saída sócio  - PIX;07/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/07/2025;10/07/2025;10/07/2025;226,68;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;226,68;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;tributo - identificar  - PIX;07/2025;203-0 - INSS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/07/2025;10/07/2025;10/07/2025;226,68;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;226,68;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;tributo - identificar  - PIX;07/2025;203-0 - INSS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/07/2025;10/07/2025;10/07/2025;6800;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6800;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO MARCELO  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;ART ILUMINAÇÃO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/07/2025;11/07/2025;11/07/2025;14449,39;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;14449,39;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Pagamento dívida junto ao Itaú  - Boleto;07/2025;200-8 - Pagto Empréstimos e Financiamentos;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/07/2025;11/07/2025;11/07/2025;582,72;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;582,72;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;ELG PEDESTAI - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;ELG SOLUÇÕES;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/08/2025;13/07/2025;23/09/2025;310;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;310;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Claro - Empresa | RECORRÊNCIA (8/14) - Boleto;06/2025;420-7 - Telefonia;CLARO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/06/2025;14/07/2025;14/07/2025;348;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;348;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;CENTRAL CABOS;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/07/2025;14/07/2025;14/07/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Saída sócio  - PIX;07/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/07/2025;14/07/2025;14/07/2025;550;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;550;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO MARIA FELISM - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/07/2025;14/07/2025;14/07/2025;16991,13;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;16991,13;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;CURADEN SWISS DO BRASIL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;15/07/2025;17/07/2025;328,91;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;328,91;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;energia elétrica | RECORRÊNCIA (6/11) - Boleto;06/2025;420-2 - Energia Eletrica;ELETROPAULO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;16/07/2025;16/07/2025;16/07/2025;3882,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3882,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos  - Boleto;07/2025;400-0 - Custo de Mercadorias Vendidas;EQUIPATECH IMP. EXP. LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/07/2025;17/07/2025;17/07/2025;61,92;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;61,92;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Uber  - PIX;07/2025;422-0 - Uber e Taxi;UBER DO BRASIL TECNOLOGIA LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/06/2025;18/07/2025;18/07/2025;652,34;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;652,34;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos NFE 148561 - Boleto;06/2025;400-0 - Custo de Mercadorias Vendidas;CENTRAL CABOS;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;18/07/2025;18/07/2025;18/07/2025;166,98;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;166,98;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Inss - Identificar  - Boleto;06/2025;203-0 - INSS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;18/07/2025;18/07/2025;18/07/2025;2000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Saída Sócio  - PIX;07/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;20/07/2025;21/07/2025;7665,07;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7665,07;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Simples Nacional | RECORRÊNCIA (8/14) - Boleto;06/2025;205-2 - Simples Nacional;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;21/07/2025;21/07/2025;21/07/2025;450;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;450;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO PEDRO NASCIM - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;16/05/2025;21/07/2025;21/07/2025;1732,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1732,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material  - PIX;07/2025;400-0 - Custo de Mercadorias Vendidas;: MARCELO DANIEL DE FEO ARTILUMI;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;23/07/2025;23/07/2025;23/07/2025;500;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;500;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Saída sócio  - PIX;07/2025;Outras Saídas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/07/2025;24/07/2025;24/07/2025;59,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;59,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;SISPAG PIX QR-CODE - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/07/2025;24/07/2025;24/07/2025;9,28;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;9,28;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;SISPAG PIX QR-CODE - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/07/2025;24/07/2025;24/07/2025;5,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;5,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Ajuste para encerramento de conta - Santander  - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/07/2025;25/07/2025;25/07/2025;1009,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1009,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Consultoria Financeira | RECORRÊNCIA (8/8) - Boleto;07/2025;425-5 - Consultoria;IFINANCE BELO HORIZONTE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/07/2025;25/07/2025;25/07/2025;1500;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1500;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PIX ENVIADO STELA MARIS - PIX;07/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
